County,long,lat,group,order,State,sregion
Graham,-110.4548035,33.28884506,72,3567,Arizona,Tucson
Graham,-110.4376144,33.24874115,72,3566,Arizona,Tucson
Graham,-110.4204254,33.19717407,72,3564,Arizona,Tucson
Graham,-110.4662628,32.51535416,72,3559,Arizona,Tucson
Graham,-109.5667191,33.62689209,72,3540,Arizona,Tucson
Graham,-99.60298157,39.56846237,886,26743,Arizona,Tucson
Graham,-83.96696472,35.21971512,1896,56448,Arizona,Tucson
Graham,-109.1942978,32.45232773,72,3556,Arizona,Tucson
Graham,-110.4662628,32.94507217,72,3561,Arizona,Tucson
Graham,-110.4605331,32.52108383,72,3560,Arizona,Tucson
Graham,-109.8990326,33.55813599,72,3529,Arizona,Tucson
Graham,-110.4032364,33.40343857,72,3569,Arizona,Tucson
Graham,-110.3516693,33.43781662,72,3571,Arizona,Tucson
Graham,-83.65756989,35.42598343,1896,56429,Arizona,Tucson
Graham,-109.2286758,32.60702896,72,3552,Arizona,Tucson
Graham,-109.7959061,33.4893837,72,3534,Arizona,Tucson
Graham,-84.02426147,35.2942009,1896,56452,Arizona,Tucson
Graham,-110.368866,33.40343857,72,3570,Arizona,Tucson
Graham,-83.58308411,35.43743896,1896,56432,Arizona,Tucson
Graham,-109.7328796,33.50657272,72,3536,Arizona,Tucson
Graham,-109.8073578,33.50084305,72,3533,Arizona,Tucson
Graham,-83.98988342,35.21398544,1896,56449,Arizona,Tucson
Graham,-110.4548035,32.95653534,72,3562,Arizona,Tucson
Graham,-83.90966797,35.45462799,1896,56423,Arizona,Tucson
Graham,-83.88101959,35.45462799,1896,56424,Arizona,Tucson
Graham,-83.9497757,35.46035767,1896,56421,Arizona,Tucson
Graham,-109.8531952,33.54094696,72,3531,Arizona,Tucson
Graham,-109.8875732,33.55241013,72,3530,Arizona,Tucson
Graham,-109.8360138,33.50084305,72,3532,Arizona,Tucson
Graham,-110.3001022,33.43781662,72,3572,Arizona,Tucson
Graham,-110.2370834,33.47219467,72,3573,Arizona,Tucson
Graham,-109.2057571,32.57838058,72,3553,Arizona,Tucson
Graham,-109.5037003,33.09404373,72,3545,Arizona,Tucson
Greenlee,-109.2286758,32.48097992,73,3581,Arizona,Tucson
Greenlee,-109.0567856,32.42368317,73,3578,Arizona,Tucson
Greenlee,-109.497963,33.07112503,73,3590,Arizona,Tucson
Greenlee,-109.3604507,33.75294495,73,3599,Arizona,Tucson
Greenlee,-109.1885681,32.42368317,73,3579,Arizona,Tucson
Greenlee,-109.0567856,33.77586365,73,3604,Arizona,Tucson
Greenlee,-109.3489914,33.77013397,73,3600,Arizona,Tucson
Greenlee,-109.0510635,33.20290375,73,3605,Arizona,Tucson
Greenlee,-109.0567856,32.77891541,73,3606,Arizona,Tucson
Greenlee,-109.2917023,33.77586365,73,3602,Arizona,Tucson
Greenlee,-109.1656494,33.77586365,73,3603,Arizona,Tucson
Greenlee,-109.1942978,32.45232773,73,3580,Arizona,Tucson
Greenlee,-109.5037003,33.64981079,73,3593,Arizona,Tucson
Greenlee,-109.3260803,32.83620834,73,3589,Arizona,Tucson
Greenlee,-109.2057571,32.57838058,73,3583,Arizona,Tucson
Greenlee,-109.3604507,33.73002625,73,3598,Arizona,Tucson
Greenlee,-109.5037003,33.50084305,73,3592,Arizona,Tucson
Greenlee,-109.4807739,33.67845917,73,3595,Arizona,Tucson
Greenlee,-109.5037003,33.09404373,73,3591,Arizona,Tucson
Greenlee,-109.2286758,32.60702896,73,3584,Arizona,Tucson
Greenlee,-109.303154,32.82475281,73,3588,Arizona,Tucson
Greenlee,-109.2229385,32.64140701,73,3586,Arizona,Tucson
Greenlee,-109.3260803,33.78159332,73,3601,Arizona,Tucson
Greenlee,-109.2286758,32.69297028,73,3587,Arizona,Tucson
Greenlee,-109.2344055,32.53827286,73,3582,Arizona,Tucson
Greenlee,-109.0567856,32.77891541,73,3577,Arizona,Tucson
Greenlee,-109.4062881,33.71856689,73,3597,Arizona,Tucson
Greenlee,-109.2114868,32.62421799,73,3585,Arizona,Tucson
Greenlee,-109.4807739,33.65554047,73,3594,Arizona,Tucson
Greenlee,-109.4463959,33.71283722,73,3596,Arizona,Tucson
La Paz,-114.6603088,33.053936,3083,90967,Arizona,Tucson
La Paz,-114.7004166,33.08258438,3083,90968,Arizona,Tucson
La Paz,-114.7118759,33.13414764,3083,90969,Arizona,Tucson
La Paz,-114.6889572,33.26593018,3083,90970,Arizona,Tucson
La Paz,-113.3310547,34.00504684,3083,90958,Arizona,Tucson
La Paz,-113.325325,33.84461594,3083,90959,Arizona,Tucson
La Paz,-113.3310547,33.49510956,3083,90960,Arizona,Tucson
La Paz,-113.3310547,33.37479019,3083,90961,Arizona,Tucson
La Paz,-113.955574,33.37479019,3083,90962,Arizona,Tucson
La Paz,-113.955574,33.46073532,3083,90963,Arizona,Tucson
La Paz,-114.2649765,33.46073532,3083,90964,Arizona,Tucson
La Paz,-114.2707062,33.0310173,3083,90965,Arizona,Tucson
La Paz,-114.5399933,33.04247284,3083,90966,Arizona,Tucson
La Paz,-114.5571823,33.57532883,3083,90980,Arizona,Tucson
La Paz,-114.5285339,33.63262177,3083,90981,Arizona,Tucson
La Paz,-114.5399933,33.69564819,3083,90982,Arizona,Tucson
La Paz,-114.5228043,33.73002625,3083,90983,Arizona,Tucson
La Paz,-114.5399933,33.78159332,3083,90984,Arizona,Tucson
La Paz,-114.5399933,33.92483139,3083,90985,Arizona,Tucson
La Paz,-114.5170746,33.96493912,3083,90986,Arizona,Tucson
La Paz,-114.4540482,33.99931717,3083,90987,Arizona,Tucson
La Paz,-114.4712372,34.01650238,3083,90988,Arizona,Tucson
La Paz,-114.4483185,34.03942108,3083,90989,Arizona,Tucson
La Paz,-114.4196701,34.07952881,3083,90990,Arizona,Tucson
La Paz,-114.3967514,34.11390686,3083,90991,Arizona,Tucson
La Paz,-114.2993469,34.15401077,3083,90992,Arizona,Tucson
La Paz,-114.2305984,34.19984818,3083,90993,Arizona,Tucson
La Paz,-114.1904907,34.24568558,3083,90994,Arizona,Tucson
La Paz,-114.133194,34.2628746,3083,90995,Arizona,Tucson
La Paz,-114.1389236,34.29725266,3083,90996,Arizona,Tucson
La Paz,-114.0873566,34.29725266,3083,90997,Arizona,Tucson
La Paz,-114.0243301,34.2628746,3083,90998,Arizona,Tucson
La Paz,-113.9040146,34.25141907,3083,90999,Arizona,Tucson
La Paz,-113.8696365,34.25714493,3083,91000,Arizona,Tucson
La Paz,-113.8295288,34.23423004,3083,91001,Arizona,Tucson
La Paz,-113.703476,34.2399559,3083,91002,Arizona,Tucson
La Paz,-113.6748276,34.21131134,3083,91003,Arizona,Tucson
La Paz,-113.5774231,34.23423004,3083,91004,Arizona,Tucson
La Paz,-113.5716934,34.26860428,3083,91005,Arizona,Tucson
La Paz,-113.525856,34.30871201,3083,91006,Arizona,Tucson
La Paz,-113.4284515,34.30871201,3083,91007,Arizona,Tucson
La Paz,-113.3768921,34.30298233,3083,91008,Arizona,Tucson
La Paz,-113.3310547,34.32590103,3083,91009,Arizona,Tucson
La Paz,-113.3310547,34.00504684,3083,91010,Arizona,Tucson
La Paz,-114.7405243,33.31176376,3083,90971,Arizona,Tucson
La Paz,-114.7176056,33.35760117,3083,90972,Arizona,Tucson
La Paz,-114.7290649,33.40343857,3083,90973,Arizona,Tucson
La Paz,-114.6889572,33.43209076,3083,90974,Arizona,Tucson
La Paz,-114.6488495,33.45500565,3083,90975,Arizona,Tucson
La Paz,-114.6373901,33.48365402,3083,90976,Arizona,Tucson
La Paz,-114.6087418,33.50084305,3083,90977,Arizona,Tucson
La Paz,-114.6202011,33.52949142,3083,90978,Arizona,Tucson
La Paz,-114.5686417,33.54668045,3083,90979,Arizona,Tucson
Maricopa,-113.3367767,32.51535416,74,3609,Arizona,Phoenix
Maricopa,-111.3085098,33.68991852,74,3641,Arizona,Phoenix
Maricopa,-113.3367767,32.65286255,74,3610,Arizona,Phoenix
Maricopa,-113.3367767,32.94507217,74,3611,Arizona,Phoenix
Maricopa,-111.3486176,33.74721527,74,3638,Arizona,Phoenix
Maricopa,-112.2252426,33.92483139,74,3621,Arizona,Phoenix
Maricopa,-111.5720673,33.46073532,74,3654,Arizona,Phoenix
Maricopa,-113.3310547,34.00504684,74,3616,Arizona,Phoenix
Maricopa,-112.2080536,32.50962448,74,3608,Arizona,Phoenix
Maricopa,-111.4059143,33.91337204,74,3631,Arizona,Phoenix
Maricopa,-111.2111053,33.64981079,74,3646,Arizona,Phoenix
Maricopa,-111.3772659,33.79305267,74,3636,Arizona,Phoenix
Maricopa,-113.1190567,34.00504684,74,3617,Arizona,Phoenix
Maricopa,-113.3310547,33.49510956,74,3614,Arizona,Phoenix
Maricopa,-111.3887253,33.80450821,74,3635,Arizona,Phoenix
Maricopa,-111.8757401,34.02223587,74,3625,Arizona,Phoenix
Maricopa,-111.228302,33.46073532,74,3653,Arizona,Phoenix
Maricopa,-111.394455,33.85034561,74,3633,Arizona,Phoenix
Maricopa,-112.2309723,33.95920944,74,3622,Arizona,Phoenix
Maricopa,-111.3715363,33.83315659,74,3634,Arizona,Phoenix
Maricopa,-112.2080536,32.50962448,74,3662,Arizona,Phoenix
Maricopa,-111.228302,33.61543655,74,3644,Arizona,Phoenix
Maricopa,-112.0762711,33.2143631,74,3658,Arizona,Phoenix
Maricopa,-111.1881943,33.66699982,74,3647,Arizona,Phoenix
Maricopa,-111.5835266,33.38625336,74,3656,Arizona,Phoenix
Maricopa,-113.3310547,33.37479019,74,3613,Arizona,Phoenix
Maricopa,-111.3887253,33.75294495,74,3637,Arizona,Phoenix
Maricopa,-112.2023239,32.95653534,74,3660,Arizona,Phoenix
Maricopa,-111.394455,33.88472366,74,3632,Arizona,Phoenix
Maricopa,-112.7409058,34.00504684,74,3618,Arizona,Phoenix
Maricopa,-113.325325,33.84461594,74,3615,Arizona,Phoenix
Maricopa,-111.2111053,33.63262177,74,3645,Arizona,Phoenix
Maricopa,-111.2454834,33.62116241,74,3643,Arizona,Phoenix
Maricopa,-112.1450272,34.03942108,74,3624,Arizona,Phoenix
Maricopa,-112.1908646,33.97639847,74,3623,Arizona,Phoenix
Maricopa,-112.2768097,33.87899399,74,3619,Arizona,Phoenix
Maricopa,-111.4345627,33.98212814,74,3628,Arizona,Phoenix
Maricopa,-111.4460144,33.92483139,74,3630,Arizona,Phoenix
Maricopa,-111.5835266,33.2143631,74,3657,Arizona,Phoenix
Maricopa,-111.0564117,33.50084305,74,3651,Arizona,Phoenix
Maricopa,-111.5777969,33.39770889,74,3655,Arizona,Phoenix
Maricopa,-111.2684021,33.63835526,74,3642,Arizona,Phoenix
Maricopa,-111.0678711,33.5123024,74,3650,Arizona,Phoenix
Maricopa,-111.1652679,33.67845917,74,3649,Arizona,Phoenix
Maricopa,-111.1709976,33.67845917,74,3648,Arizona,Phoenix
Maricopa,-111.3314285,33.73002625,74,3639,Arizona,Phoenix
Maricopa,-112.2596207,33.90764236,74,3620,Arizona,Phoenix
Maricopa,-112.2023239,33.28884506,74,3659,Arizona,Phoenix
Maricopa,-111.4345627,33.99931717,74,3627,Arizona,Phoenix
Maricopa,-111.0449524,33.46073532,74,3652,Arizona,Phoenix
Maricopa,-111.4517517,33.95347977,74,3629,Arizona,Phoenix
Maricopa,-111.7210388,34.00504684,74,3626,Arizona,Phoenix
Maricopa,-113.3367767,33.1914444,74,3612,Arizona,Phoenix
Maricopa,-112.2023239,32.61275482,74,3661,Arizona,Phoenix
Maricopa,-111.3371582,33.69564819,74,3640,Arizona,Phoenix
Mohave,-114.7004166,36.11925888,75,3685,Arizona,Phoenix
Mohave,-114.7348022,36.10780334,75,3684,Arizona,Phoenix
Mohave,-114.4884262,36.13644791,75,3688,Arizona,Phoenix
Mohave,-114.2019424,36.02185822,75,3693,Arizona,Phoenix
Mohave,-114.3279953,36.11352921,75,3690,Arizona,Phoenix
Mohave,-114.0816269,36.13644791,75,3696,Arizona,Phoenix
Mohave,-114.7577133,36.06196594,75,3683,Arizona,Phoenix
Mohave,-113.1648941,36.15936661,75,3729,Arizona,Phoenix
Mohave,-112.5346375,36.95005035,75,3707,Arizona,Phoenix
Mohave,-114.5571823,36.15363693,75,3687,Arizona,Phoenix
Mohave,-114.6259384,35.40879059,75,3671,Arizona,Phoenix
Mohave,-114.545723,34.84729385,75,3770,Arizona,Phoenix
Mohave,-114.3967514,36.13644791,75,3689,Arizona,Phoenix
Mohave,-114.6660461,35.45462799,75,3672,Arizona,Phoenix
Mohave,-112.6778793,36.45730591,75,3715,Arizona,Phoenix
Mohave,-113.9040146,34.25141907,75,3758,Arizona,Phoenix
Mohave,-113.8295288,34.23423004,75,3756,Arizona,Phoenix
Mohave,-114.4196701,34.61238098,75,3766,Arizona,Phoenix
Mohave,-114.0529785,36.21093369,75,3697,Arizona,Phoenix
Mohave,-114.6373901,35.0191803,75,3774,Arizona,Phoenix
Mohave,-112.6320496,36.68648529,75,3710,Arizona,Phoenix
Mohave,-112.6721497,36.52032852,75,3714,Arizona,Phoenix
Mohave,-113.2794876,37.00161362,75,3702,Arizona,Phoenix
Mohave,-114.4024887,34.58946228,75,3765,Arizona,Phoenix
Mohave,-112.6148529,36.5948143,75,3712,Arizona,Phoenix
Mohave,-113.703476,34.2399559,75,3755,Arizona,Phoenix
Mohave,-113.0216522,36.22812271,75,3726,Arizona,Phoenix
Mohave,-114.0243301,34.2628746,75,3759,Arizona,Phoenix
Mohave,-114.5686417,34.86448288,75,3771,Arizona,Phoenix
Mohave,-114.0415192,36.99588394,75,3699,Arizona,Phoenix
Mohave,-114.5514526,34.8358345,75,3769,Arizona,Phoenix
Mohave,-114.6087418,34.88740158,75,3772,Arizona,Phoenix
Mohave,-112.7638245,36.27968597,75,3724,Arizona,Phoenix
Mohave,-112.5804749,36.85837555,75,3709,Arizona,Phoenix
Mohave,-114.2649765,36.02758408,75,3692,Arizona,Phoenix
Mohave,-113.1190567,36.17082214,75,3728,Arizona,Phoenix
Mohave,-113.0503006,36.19374084,75,3727,Arizona,Phoenix
Mohave,-114.6431274,36.14217758,75,3686,Arizona,Phoenix
Mohave,-112.5403748,36.99588394,75,3706,Arizona,Phoenix
Mohave,-112.6320496,36.6406517,75,3711,Arizona,Phoenix
Mohave,-114.6316681,34.96188354,75,3773,Arizona,Phoenix
Mohave,-114.5743637,34.80718613,75,3768,Arizona,Phoenix
Mohave,-112.683609,36.32552338,75,3719,Arizona,Phoenix
Mohave,-114.3738327,34.4691391,75,3764,Arizona,Phoenix
Mohave,-114.0873566,34.29725266,75,3760,Arizona,Phoenix
Mohave,-113.3138657,35.95883179,75,3738,Arizona,Phoenix
Mohave,-113.8237991,36.99588394,75,3700,Arizona,Phoenix
Mohave,-114.3108139,36.04477692,75,3691,Arizona,Phoenix
Mohave,-114.5743637,35.17961121,75,3667,Arizona,Phoenix
Mohave,-113.2221909,36.08488464,75,3732,Arizona,Phoenix
Mohave,-113.1992722,36.10206985,75,3731,Arizona,Phoenix
Mohave,-113.1820831,36.14217758,75,3730,Arizona,Phoenix
Mohave,-114.4483185,34.70978165,75,3767,Arizona,Phoenix
Mohave,-112.6320496,36.55470657,75,3713,Arizona,Phoenix
Mohave,-112.6549606,36.33698273,75,3718,Arizona,Phoenix
Mohave,-114.2878876,34.4233017,75,3763,Arizona,Phoenix
Mohave,-114.1389236,34.29725266,75,3761,Arizona,Phoenix
Mohave,-112.9529037,36.22239304,75,3725,Arizona,Phoenix
Mohave,-112.5575562,36.90421295,75,3708,Arizona,Phoenix
Mohave,-113.3023987,35.87288666,75,3740,Arizona,Phoenix
Mohave,-113.325325,35.52338409,75,3743,Arizona,Phoenix
Mohave,-114.7118759,35.91299438,75,3680,Arizona,Phoenix
Mohave,-114.6603088,35.50046539,75,3673,Arizona,Phoenix
Mohave,-113.290947,36.0906105,75,3734,Arizona,Phoenix
Mohave,-113.325325,34.38892746,75,3747,Arizona,Phoenix
Mohave,-112.6033936,36.39427948,75,3717,Arizona,Phoenix
Mohave,-112.6950684,36.3427124,75,3720,Arizona,Phoenix
Mohave,-112.6549606,36.41719437,75,3716,Arizona,Phoenix
Mohave,-113.3482361,36.04477692,75,3736,Arizona,Phoenix
Mohave,-113.3768921,34.30298233,75,3749,Arizona,Phoenix
Mohave,-113.5774231,34.23423004,75,3753,Arizona,Phoenix
Mohave,-114.6431274,35.10512161,75,3665,Arizona,Phoenix
Mohave,-113.3138657,35.90153885,75,3739,Arizona,Phoenix
Mohave,-113.325325,34.92750931,75,3745,Arizona,Phoenix
Mohave,-114.1389236,36.03904724,75,3694,Arizona,Phoenix
Mohave,-114.7348022,35.95883179,75,3681,Arizona,Phoenix
Mohave,-113.8696365,34.25714493,75,3757,Arizona,Phoenix
Mohave,-113.537323,37.00161362,75,3701,Arizona,Phoenix
Mohave,-113.3310547,34.32590103,75,3748,Arizona,Phoenix
Mohave,-114.1675644,34.33736038,75,3762,Arizona,Phoenix
Mohave,-114.6373901,35.0191803,75,3664,Arizona,Phoenix
Mohave,-113.3425064,36.00466919,75,3737,Arizona,Phoenix
Mohave,-113.3195953,34.60664749,75,3746,Arizona,Phoenix
Mohave,-114.7004166,35.79267502,75,3678,Arizona,Phoenix
Mohave,-113.3195953,36.07915115,75,3735,Arizona,Phoenix
Mohave,-113.5716934,34.26860428,75,3752,Arizona,Phoenix
Mohave,-113.325325,35.82131958,75,3741,Arizona,Phoenix
Mohave,-112.7466354,36.29114914,75,3723,Arizona,Phoenix
Mohave,-114.6030197,35.12231064,75,3666,Arizona,Phoenix
Mohave,-114.6832352,35.66662216,75,3676,Arizona,Phoenix
Mohave,-114.5858307,35.23690414,75,3668,Arizona,Phoenix
Mohave,-113.2508392,36.08488464,75,3733,Arizona,Phoenix
Mohave,-113.4284515,34.30871201,75,3750,Arizona,Phoenix
Mohave,-114.5972824,35.28274155,75,3669,Arizona,Phoenix
Mohave,-114.6717758,35.60932922,75,3675,Arizona,Phoenix
Mohave,-112.7294464,37.00161362,75,3705,Arizona,Phoenix
Mohave,-114.6087418,35.35722733,75,3670,Arizona,Phoenix
Mohave,-113.6748276,34.21131134,75,3754,Arizona,Phoenix
Mohave,-114.6889572,35.88434601,75,3679,Arizona,Phoenix
Mohave,-114.6660461,35.54057312,75,3674,Arizona,Phoenix
Mohave,-114.7348022,36.01612854,75,3682,Arizona,Phoenix
Mohave,-113.525856,34.30871201,75,3751,Arizona,Phoenix
Mohave,-114.7004166,35.71245956,75,3677,Arizona,Phoenix
Mohave,-112.9070663,36.99588394,75,3704,Arizona,Phoenix
Mohave,-114.0472488,36.84118652,75,3698,Arizona,Phoenix
Mohave,-113.325325,35.33430862,75,3744,Arizona,Phoenix
Mohave,-112.7122574,36.30833435,75,3722,Arizona,Phoenix
Mohave,-114.1160049,36.09634018,75,3695,Arizona,Phoenix
Mohave,-112.7237167,36.33698273,75,3721,Arizona,Phoenix
Mohave,-113.3310547,35.66662216,75,3742,Arizona,Phoenix
Mohave,-113.0044708,37.00161362,75,3703,Arizona,Phoenix
Navajo,-110.7584686,36.99588394,76,3785,Arizona,Gallup
Navajo,-110.0136261,33.58678436,76,3776,Arizona,Gallup
Navajo,-109.8474655,34.13682556,76,3800,Arizona,Gallup
Navajo,-109.9735184,33.58678436,76,3808,Arizona,Gallup
Navajo,-109.8302841,35.64370346,76,3794,Arizona,Gallup
Navajo,-109.8474655,35.13950348,76,3797,Arizona,Gallup
Navajo,-109.8589249,34.13109589,76,3801,Arizona,Gallup
Navajo,-110.0078964,33.99931717,76,3777,Arizona,Gallup
Navajo,-110.752739,34.2628746,76,3779,Arizona,Gallup
Navajo,-110.5464783,36.99588394,76,3787,Arizona,Gallup
Navajo,-110.752739,34.84729385,76,3780,Arizona,Gallup
Navajo,-110.0136261,33.58678436,76,3809,Arizona,Gallup
Navajo,-110.0078964,36.29114914,76,3792,Arizona,Gallup
Navajo,-109.8589249,33.71283722,76,3802,Arizona,Gallup
Navajo,-109.8818436,33.70710754,76,3803,Arizona,Gallup
Navajo,-110.0881042,37.00161362,76,3789,Arizona,Gallup
Navajo,-110.752739,35.33430862,76,3781,Arizona,Gallup
Navajo,-109.8990326,33.55813599,76,3805,Arizona,Gallup
Navajo,-110.752739,34.00504684,76,3778,Arizona,Gallup
Navajo,-109.8474655,34.31444168,76,3799,Arizona,Gallup
Navajo,-109.8875732,33.55241013,76,3804,Arizona,Gallup
Navajo,-110.752739,35.86715698,76,3782,Arizona,Gallup
Navajo,-110.6839905,36.99588394,76,3786,Arizona,Gallup
Navajo,-110.7584686,36.80680847,76,3784,Arizona,Gallup
Navajo,-110.0078964,37.00161362,76,3790,Arizona,Gallup
Navajo,-109.9219513,33.58678436,76,3806,Arizona,Gallup
Navajo,-109.8474655,35.51765442,76,3796,Arizona,Gallup
Navajo,-110.0078964,36.81253815,76,3791,Arizona,Gallup
Navajo,-109.9563293,33.57532883,76,3807,Arizona,Gallup
Navajo,-109.8245544,35.52338409,76,3795,Arizona,Gallup
Navajo,-110.752739,36.40573883,76,3783,Arizona,Gallup
Navajo,-109.8474655,34.64675903,76,3798,Arizona,Gallup
Navajo,-110.3058319,37.00161362,76,3788,Arizona,Gallup
Navajo,-110.0021667,35.64943314,76,3793,Arizona,Gallup
Pima,-110.769928,32.51535416,77,3818,Arizona,Tucson
Pima,-111.3887253,31.52986717,77,3827,Arizona,Tucson
Pima,-113.3367767,32.51535416,77,3811,Arizona,Tucson
Pima,-110.4662628,32.42368317,77,3821,Arizona,Tucson
Pima,-112.0361633,31.65018845,77,3830,Arizona,Tucson
Pima,-110.8673325,31.72467232,77,3824,Arizona,Tucson
Pima,-110.5980453,32.51535416,77,3819,Arizona,Tucson
Pima,-112.3283768,31.74186325,77,3831,Arizona,Tucson
Pima,-110.4662628,32.51535416,77,3820,Arizona,Tucson
Pima,-113.3482361,32.05698776,77,3835,Arizona,Tucson
Pima,-111.1824646,31.53559875,77,3826,Arizona,Tucson
Pima,-111.1652679,32.51535416,77,3817,Arizona,Tucson
Pima,-112.9299774,31.92520905,77,3833,Arizona,Tucson
Pima,-113.3367767,32.51535416,77,3836,Arizona,Tucson
Pima,-110.8616028,31.73040199,77,3823,Arizona,Tucson
Pima,-112.66642,31.83926582,77,3832,Arizona,Tucson
Pima,-113.1878128,32.0054245,77,3834,Arizona,Tucson
Pima,-111.3887253,31.44392395,77,3828,Arizona,Tucson
Pima,-111.1824646,31.72467232,77,3825,Arizona,Tucson
Pima,-111.629364,31.51840973,77,3829,Arizona,Tucson
Pima,-110.4662628,31.74186325,77,3822,Arizona,Tucson
Pima,-111.5720673,32.50389862,77,3815,Arizona,Tucson
Pima,-111.5835266,32.50962448,77,3814,Arizona,Tucson
Pima,-112.2080536,32.50962448,77,3812,Arizona,Tucson
Pima,-111.1652679,32.50389862,77,3816,Arizona,Tucson
Pima,-112.0075226,32.50962448,77,3813,Arizona,Tucson
Pinal,-110.4605331,33.20290375,78,3876,Arizona,Tucson
Pinal,-110.4605331,33.20290375,78,3838,Arizona,Tucson
Pinal,-110.6610641,33.11696243,78,3870,Arizona,Tucson
Pinal,-110.4834518,33.1914444,78,3875,Arizona,Tucson
Pinal,-110.5522079,33.16279984,78,3873,Arizona,Tucson
Pinal,-110.9704666,33.3289566,78,3862,Arizona,Tucson
Pinal,-110.5063705,33.1914444,78,3874,Arizona,Tucson
Pinal,-110.4605331,32.52108383,78,3841,Arizona,Tucson
Pinal,-111.1652679,32.51535416,78,3845,Arizona,Tucson
Pinal,-110.9590073,33.27738953,78,3863,Arizona,Tucson
Pinal,-110.7641983,32.9851799,78,3866,Arizona,Tucson
Pinal,-110.769928,32.51535416,78,3844,Arizona,Tucson
Pinal,-110.5865784,33.14560699,78,3872,Arizona,Tucson
Pinal,-112.0762711,33.2143631,78,3854,Arizona,Tucson
Pinal,-110.6209564,33.14560699,78,3871,Arizona,Tucson
Pinal,-111.5720673,33.46073532,78,3858,Arizona,Tucson
Pinal,-110.7126312,33.08258438,78,3868,Arizona,Tucson
Pinal,-110.4662628,32.94507217,78,3840,Arizona,Tucson
Pinal,-111.5835266,33.38625336,78,3856,Arizona,Tucson
Pinal,-110.4662628,32.51535416,78,3842,Arizona,Tucson
Pinal,-110.6782532,33.09404373,78,3869,Arizona,Tucson
Pinal,-110.5980453,32.51535416,78,3843,Arizona,Tucson
Pinal,-111.5720673,32.50389862,78,3847,Arizona,Tucson
Pinal,-110.4548035,32.95653534,78,3839,Arizona,Tucson
Pinal,-111.0449524,33.46073532,78,3860,Arizona,Tucson
Pinal,-112.2023239,33.28884506,78,3853,Arizona,Tucson
Pinal,-112.2023239,32.95653534,78,3852,Arizona,Tucson
Pinal,-111.5835266,33.2143631,78,3855,Arizona,Tucson
Pinal,-111.016304,33.43209076,78,3861,Arizona,Tucson
Pinal,-111.5835266,32.50962448,78,3848,Arizona,Tucson
Pinal,-110.7298279,33.01382828,78,3867,Arizona,Tucson
Pinal,-111.1652679,32.50389862,78,3846,Arizona,Tucson
Pinal,-110.7928467,32.9851799,78,3865,Arizona,Tucson
Pinal,-110.9303589,33.24301147,78,3864,Arizona,Tucson
Pinal,-112.2080536,32.50962448,78,3850,Arizona,Tucson
Pinal,-111.5777969,33.39770889,78,3857,Arizona,Tucson
Pinal,-112.0075226,32.50962448,78,3849,Arizona,Tucson
Pinal,-112.2023239,32.61275482,78,3851,Arizona,Tucson
Pinal,-111.228302,33.46073532,78,3859,Arizona,Tucson
Santa Cruz,-121.7019653,37.00734329,200,9172,Arizona,Tucson
Santa Cruz,-110.4662628,31.74186325,79,3884,Arizona,Tucson
Santa Cruz,-121.8222809,37.06464005,200,9169,Arizona,Tucson
Santa Cruz,-110.8673325,31.72467232,79,3882,Arizona,Tucson
Santa Cruz,-110.9876556,31.34652138,79,3890,Arizona,Tucson
Santa Cruz,-121.7592545,37.04172134,200,9170,Arizona,Tucson
Santa Cruz,-121.7306061,37.01307678,200,9171,Arizona,Tucson
Santa Cruz,-121.6962433,36.90994263,200,9179,Arizona,Tucson
Santa Cruz,-110.4662628,31.65591812,79,3885,Arizona,Tucson
Santa Cruz,-121.6446686,36.93858719,200,9175,Arizona,Tucson
Santa Cruz,-121.6618576,36.96150589,200,9174,Arizona,Tucson
Santa Cruz,-122.303566,37.14485168,200,9198,Arizona,Tucson
Santa Cruz,-111.3887253,31.44392395,79,3878,Arizona,Tucson
Santa Cruz,-121.8337479,36.95005035,200,9184,Arizona,Tucson
Santa Cruz,-122.0113602,36.96723938,200,9190,Arizona,Tucson
Santa Cruz,-122.303566,37.19068909,200,9158,Arizona,Tucson
Santa Cruz,-110.4777222,31.65591812,79,3886,Arizona,Tucson
Santa Cruz,-111.1824646,31.72467232,79,3881,Arizona,Tucson
Santa Cruz,-122.2577362,37.11047745,200,9196,Arizona,Tucson
Santa Cruz,-110.8616028,31.73040199,79,3883,Arizona,Tucson
Santa Cruz,-111.2970505,31.41527748,79,3892,Arizona,Tucson
Santa Cruz,-110.4777222,31.46111107,79,3887,Arizona,Tucson
Santa Cruz,-121.8853149,36.97296524,200,9185,Arizona,Tucson
Santa Cruz,-122.0342789,36.96723938,200,9191,Arizona,Tucson
Santa Cruz,-121.7306061,36.90994263,200,9180,Arizona,Tucson
Santa Cruz,-111.1824646,31.53559875,79,3880,Arizona,Tucson
Santa Cruz,-122.103035,36.98442459,200,9192,Arizona,Tucson
Santa Cruz,-121.6160278,36.91566849,200,9176,Arizona,Tucson
Santa Cruz,-122.1603394,37.01880264,200,9193,Arizona,Tucson
Santa Cruz,-121.6675949,36.90421295,200,9178,Arizona,Tucson
Santa Cruz,-122.2118912,37.05318069,200,9194,Arizona,Tucson
Santa Cruz,-121.7535324,36.89848328,200,9181,Arizona,Tucson
Santa Cruz,-122.1144943,37.26517487,200,9164,Arizona,Tucson
